מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
45,"חכמי ישראל - הגות, הנהגה והלכה",רבי יוסף בכור שור,מאה 12,"אורליאן, צרפת",ימי הביניים,פרשנות מקרא/פולמוס,"פשט, פולמוס נוצרי, פסיכולוגיה של המקרא",תלמיד רבנו תם. פירוש לתורה בפשט מדויק ומתנגד לאלגוריה. שילב קריאה אנושית-פסיכולוגית ופולמוס עם הנצרות.,צמצום ניסים והעדפת הסבר טבעי; 'סיפורים כפולים' כתיאור דו-זוויתי; הגנה חדה על פשט יהודי מול אלגוריה נוצרית.,רש״י; רשב״ם; חזקוני; דעת זקנים,https://open.spotify.com/episode/6gxbZoolueHckeaIeU0qC4
46,דמות,רבי זרחיה הלוי (בעל המאור),המאה ה-12,פרובנס/גירונה,ראשונים,"תלמוד והלכה, מתודולוגיה","ספר המאור, הרי""ף, הראב""ד, הרמב""ן, ביקורת נוסח, פיוט","מחבר 'ספר המאור' שחידש דיון עצמאי בסוגיות הרי""ף והעמיד דגם של יושר תורני וביקורת טקסטואלית; עורר פולמוס מול הראב""ד וזכה להכרה מהרמב""ן.",חתירה לאמת המולידה עיון ביקורתי נאמן למסורת – לא קבלה עיוורת.,"הרי""ף; הראב""ד; הרמב""ן; בעלי התוספות; תרבות פרובנס",https://open.spotify.com/episode/1Oey4Q7UY5P9TmSReEIy5e
47,דמות,"המהר""ם מרוטנבורג",1220–1293,אשכנז,ימי הביניים,"הלכה, הנהגה, פסיקה","שבויים, פסקי מהר""ם, רדיפות, אחריות ציבורית","פוסק עליון וראש קהילות אשכנז, שוויתר על חייו כדי לא לסכן את הציבור. פסיקתו עיצבה דורות של הלכה אשכנזית.","אחריות הלכתית שאינה חוששת מהקרבה אישית. פסיקה מתוך עקרונות יסוד, גם במחיר אישי קשה.","הרא""ש, המרדכי, תלמידי מהר""ם",https://open.spotify.com/episode/2KEK5HHxNXY0mD1HV36wrn
48,אישיות,"בנימין מטודלה – העד הנאמן של ישראל בגלות, שגילה את העולם היהודי במאה ה־12",המאה ה־12,ספרד; ביזנטיון; בבל; ארץ ישראל; צפון אפריקה,ראשונים,היסטוריה ותולדות,"ספר המסעות, קהילות, היסטוריה של הגלות, מסחר, ראש הגולה, צלבנים","בנימין מטודלה תיעד במסעו קהילות יהודיות, מספרים ומעמד חברתי-מדיני, ובכך שרטט מפת גלות נדירה. תיאוריו מצביעים על פערים בין שגשוג תחת שלטון מוסלמי לבין דיכוי תחת שלטון נוצרי, ומשלבים מידע מסחרי עם מסורות עממיות. הספר נעשה מקור מרכזי לתולדות ישראל בימי הביניים למרות יד עורך וסיפורי אגדה.",מיפוי הגלות כאתוס: תיעוד קהילות יהודיות כבסיס לזיכרון היסטורי ולתודעת אחדות ישראל.,ראש הגולה בבגדאד; ביזנטיון; צלבנים,https://open.spotify.com/episode/6uPNMCDmtJeamUc81SVz8X?si=hq1vgxJiTtWawhKuv44zAQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
49,דמות,"הראבי""ה (רבי אליעזר בן יואל הלוי)",המאה ה־12,אשכנז,ימי הביניים,"תלמוד, פסיקה, מסורת","אבי העזרי, תוספות, ברכה על נרות, סובלנות הלכתית","איש שהביא גישה דיאלקטית למסורת האשכנזית, שילב חריפות עם שמירה על המנהג, וכתב את 'אבי העזרי'.","אומץ לפסוק הלכה מתוך הבנה של המנהג, שילוב חריפות אינטלקטואלית עם רגישות למציאות.","האור זרוע, המרדכי, הרא""ש",https://open.spotify.com/episode/0oglKv7NMszH0VEiXz5kUO
50,חכם,רבי אברהם אבולעפיה,1240–לאחר 1291,"ספרד, איטליה",ימי הביניים,"קבלה נבואית, פילוסופיה","קבלת השמות, נבואה, השגה, האפיפיור, ספר יצירה","מקובל רדיקלי שפיתח דרך להשגת נבואה דרך צירופי אותיות ותרגולים, נתקל בהתנגדות חריפה.","הפיכת הקבלה לדרך שיטתית להשגה מיסטית – תודעה, שפה, נשימה ושכל פועל.","הרמב""ם, הרשב""א, החיד""א",https://open.spotify.com/episode/7msZQUuF40gc7MzEt8TGBP
51,דמות,רבי מנחם המאירי,1249–1316,פרובנס,ימי הביניים,"תלמוד, הלכה, מוסר ופילוסופיה","בית הבחירה, רציונליזם, גויים בימינו, הלכה שיטתית","הוגה מבריק מפרובנס, מחבר 'בית הבחירה'. שילב פילוסופיה רציונלית ולמדנות מסודרת, ודגל בגישה מוסרית־אוניברסלית להלכה.","הבחנה בין עובדי עבודה זרה לעמים מוסריים, שיטתיות בהלכה ורגישות לפרשנות מקראית.","הרמב""ם, חכמי פרובנס",https://open.spotify.com/episode/0sf3x7eQhEBrOAR6VxdNkT
52,"חכמי ישראל - הגות, הנהגה והלכה","הריטב""א – המקובל שהגן על הפילוסוף",בערך 1250–1320,ספרד,ראשונים,"הלכה, פרשנות תלמוד, הגות","ריטב""א, חידושי הריטב""א, רמב""ם, רמב""ן, מחלוקת לשם אמת","מגדולי חכמי ספרד ומחבר חידושים יסודיים. ב'ספר הזיכרון' מציג הגנה מורכבת על הרמב""ם לצד נאמנות לקבלה.","מ""ט פנים: התורה כוללת ריבוי דעות מראש; מחלוקת כדרך גילוי, לא תקלה.","הרשב""א; הרא""ה; רמב""ם; רמב""ן",https://open.spotify.com/episode/4Ao8OV05AacTbZqu6NBgea?si=W5Amlrl8SweLMAZfibe8Ew
53,דמות,המרדכי (רבי מרדכי בן הלל אשכנזי),1250–1298,אשכנז,ימי הביניים,"הלכה, פסיקה, פיוט","ספר המרדכי, תוספות, רמ""א, פיוט","פוסק מרכזי שאסף עולם שלם של הלכה אשכנזית רגע לפני שחרב. ספרו שימר את מסורת התוספות והשפיע על הרמ""א.","שילוב בין עיון למנהג, בין דקדוק לשירה, בין עומק לסדר בתקופה של משבר קיומי.","מהר""ם מרוטנבורג, הרא""ש, תלמידי מרדכי",https://open.spotify.com/episode/4TIzbEP8cp0XnScsOSVYcj
54,"חכמי ישראל - הגות, הנהגה והלכה",רבי יחיאל מפריז,1260–1268 לערך (פעיל סביב 1240),פריז,ימי הביניים,הנהגה/פולמוס/הלכה,"משפט פריז, שריפת התלמוד, הגנה ציבורית",עמד במשפט פריז (1240) נגד האשמות על התלמוד. למרות טיעוניו נשרפו 24 עגלות כתבי יד; נחשב סמל לאומץ ציבורי.,הגנה פרשנית ושיטתית על ספרות חז״ל ברגע היסטורי; השפעה תורנית דרך תלמידים וישיבה גדולה בפריז.,מהר״ם מרוטנבורג; פיוט 'שאלי שרופה באש'; שלמה שכטר (גילוי כתבים),https://open.spotify.com/episode/46MHn4vu6ORF3S4hyf9rN9
55,ספר,ילקוט שמעוני,המאה ה־13,אשכנז,ימי הביניים,מדרש,"דרש, אנתולוגיה, מדרשים אבודים, פסוקים, מסורת","אנתולוגיה מדרשית עצומה לפי סדר פסוקי התנ״ך, המשמרת מדרשים שאבדו. מיוחסת לרבי שמעון הדרשן.","שימור ולא חידוש – ארכיון רוחני של מחשבת חז""ל. שמירת מסורת דווקא בעידן של קריסת קהילות ורדיפות.","חז""ל, מדרש תנחומא, מדרש אבכיר",https://open.spotify.com/episode/7tKvMKCTFSZebvK2vj0U5b
56,"חכמי ישראל - הגות, הנהגה והלכה",רבי יצחק בר ששת (הריב״ש),1326–1408,ספרד → אלג׳יר,ימי הביניים המאוחרים,הלכה/הנהגה,"שו״ת הריב״ש, אנוסים, שיקום קהילה, פרעות קנ״א",תלמיד הר״ן ופוסק עליון. ברח כפליט קשיש לאלג׳יר והנהיג אלפי פליטים; שו״ת כ'יומן אנושי' של שיקום קהילה.,"פסיקה עם חמלה: מעמד האנוסים, זכויות נשים, כוח הקהל; שמירת גבולות אמוניים מול פילוסופיה כ'סכנה'.",הר״ן; רבי יוסף קארו (שולחן ערוך),https://open.spotify.com/episode/59OpwWz4UjKqH3FjomFj2o
57,"חכמי ישראל - הגות, הנהגה והלכה",הרב חסדאי קרשקש,בערך 1340–1410/11,"אראגון, ספרד",ימי הביניים המאוחרים,פילוסופיה יהודית/הלכה/הנהגה,"אור ה׳, אהבת ה׳, ביקורת אריסטו, פרעות קנ״א",מנהיג יהודי אראגון בפרעות 1391 ופילוסוף מהפכני. העמיד את האהבה במרכז ושבר יסודות אריסטוטליים.,אל אוהב ובריאה מתמדת; חופש/בחירה מול דטרמיניזם; רעיונות על חלל/אינסוף שהקדימו את המדע החדש.,הר״ן; פיקו דלה מירנדולה; שפינוזה; רבי יוסף אלבו,https://open.spotify.com/episode/2zU0Aketj3W85PjNE1z3Vb
58,"חכמי ישראל - הגות, הנהגה והלכה",רבי אפרים אנקווה – 'הרב הרוכב על האריה',1354–1442,תלמסאן (אלג'יריה) / ספרד–צפון אפריקה,ימי הביניים המאוחרים,"הגות, רפואה, פיוט, מנהיגות","גזירות קנ""א, תלמסאן, ניסים, שער כבוד ה', רמב""ם, פיוט","פליט גזירות קנ""א שהפך לרב העיר תלמסאן, רופא ופייטן. סביבו נקשר סיפור האריה, ובכתביו דיון על ניסים, טבע ואמונה.",חיבור בין אמונה בניסים לבין קריאה רציונלית־פילוסופית (בקו מימוני) על סדרי הטבע.,"רבי ישראל אנקווה; רמב""ם; מקובלי צפת (מסורת על הספר)",https://open.spotify.com/episode/7q3U1w91U94YzhWhEWkgSB?si=_S7R53NtShWFrJK8OKNZiA
59,אישיות,רבי יצחק קנפנטון,1360–1463,קסטיליה; ספרד,ימי הביניים,למדנות תלמודית,"דרכי התלמוד, גאון מקסטיליה",קנפנטון ייסד שיטה לוגית ללימוד הגמרא שהצילה את עולם התורה ערב הגירוש.,,,
60,,רבי דוד אבודרהם,המאה ה־14 (1340),,ראשונים,"תפילה, הלכה",,"מחבר ספר 'אבודרהם' – פירוש לתפילה ולברכות שנועד לחבר מחדש את הציבור למשמעות התפילה. סינתזה בין נוסחים, טעמים והלכות עם פרשנות לשונית־פילולוגית.","הנגשת התפילה כ'עבודת הלב', שילוב בין הבנה, הלכה ולשון. פשטות מהפכנית שמחברת את האדם למילותיו.","רש""י, הרמב""ם, הרי""ף, בעלי התוספות, רבי יוסף קארו",https://open.spotify.com/episode/1sYlXFDONZ0TURq4d0e2RP
61,"חכמי ישראל - הגות, הנהגה והלכה",רבי ישראל אלנקוה,מאה 14,טולדו (ספרד),ימי הביניים המאוחרים,מוסר/אגדה,"מנורת המאור, פרעות קנ״א, כינוס מדרשים","מחבר 'מנורת המאור' מתוך כאב הדור והפיזור הרוחני. אסף מדרשים, אגדה וזוהר למסילת מוסר חיה ונגישה.",מוסר כ'מנגינה חיה': צדקה כתיקון והצלה; תפילה כעמידה של דלות; הבניית חיים דרך סיפורים ומשלים.,הרא״ש; יהדות ספרד לאחר 1391,https://open.spotify.com/episode/7ong9XinXN1Na6aWhTzXME
62,"חכמי ישראל - הגות, הנהגה והלכה",הרב יצחק אבוהב,מאה 14,ספרד,ימי הביניים המאוחרים,מוסר/הדרכה לציבור,"מנורת המאור, תיקון המידות, קהל רחב","מחבר 'מנורת המאור' כספר מוסר לעם כולו – נשים, ילדים ובעלי מלאכה. שילב חז״ל, אגדה והלכה לתמונה חינוכית.",להחזיר את 'הלב' למרכז: השכל בלי מוסר אינו די; כל מצווה ומידה טובה מאירה אור פנימי.,ספרות המוסר בספרד; מסורת לימוד בבתי כנסת,https://open.spotify.com/episode/2ajjVlwvLyK2uIK53Hfeav
63,,"מהר""י ברונא",1400–1480,"אשכנז (ברין, רגנסבורג)",אחרונים,"פסיקת הלכה, שו""ת","רדיפות, עלילת דם, מנהיגות","רב אשכנזי שנרדף, נאסר ואף הואשם ברצח, אך הפך לדמות מכוננת בפסיקת הרמ""א.",הלכה כעוגן בתקופות של רדיפה וחוסר יציבות.,"תרומת הדשן, הרמ""א",https://open.spotify.com/episode/675qg10QyWmdYgW9TyQyUB
64,,"מהר""י מינץ",1405–1508,"גרמניה, איטליה (פדובה)",אחרונים,"הלכה, הנהגה תורנית","הרנסנס, סמכות הלכה, פורים, קבלה","רב באיטליה בתקופת הרנסנס, שילב מסורת הלכתית עם מציאות תרבותית מורכבת.",שילוב נאמנות להלכה עם פתיחות תרבותית אחראית.,"ר' יעקב פולק, מהר""ם פדובה",https://open.spotify.com/episode/2UFLK856gB3r5MDYUiO2mV
